"D004";"3003";"0000";"02";"5E";"02";"00";"OUTDOOR";Palma
"3002";"6005";"0101";"22";"AC";"00";"07";"DUNGEON";Tajimu's Cave #3
"3002";"6005";"0101";"23";"C7";"01";"07";"DUNGEON";Tajimu's Cave #2
"3002";"6005";"0101";"24";"D9";"00";"07";"DUNGEON";Tajimu's Cave
"5005";"3007";"0101";"25";"93";"00";"07";"DUNGEON";Casba Cave #3
"5005";"3007";"0101";"26";"A6";"02";"07";"DUNGEON";Casba Cave #2
"5005";"3007";"0101";"27";"D3";"00";"07";"DUNGEON";Casba Cave
"5005";"3007";"0101";"27";"DC";"00";"07";"DUNGEON";Casba Cave (Casba side)
"B000";"B000";"0813";"28";"23";"02";"0A";"DUNGEON";Passageway to Skray
"1003";"1001";"0814";"28";"DD";"00";"0A";"DUNGEON";Passageway to Twintown
"9004";"B007";"0202";"29";"49";"02";"0A";"DUNGEON";Guaron Morgue #2
"9004";"B007";"0202";"2A";"DD";"03";"0A";"DUNGEON";Guaron Morgue
"D002";"7000";"0202";"2B";"D1";"00";"08";"DUNGEON";Corona Tower
"D002";"7000";"0202";"2C";"78";"02";"08";"DUNGEON";Corona Tower #2
"D002";"7000";"0202";"2D";"58";"02";"08";"DUNGEON";Corona Tower #3
"D002";"7000";"0202";"2E";"E4";"03";"08";"DUNGEON";Corona Tower #4
"D002";"7000";"0202";"2E";"2D";"02";"08";"DUNGEON";Corona Tower #4 (Eclipse Torch)
"F002";"0007";"0202";"2F";"DD";"03";"09";"DUNGEON";Passageway on Dezoris 1
"9005";"2003";"0202";"2F";"5D";"01";"09";"DUNGEON";Passageway on Dezoris 5 #2
"2000";"4002";"0202";"2F";"65";"02";"09";"DUNGEON";Dezorian Cave #6
"5000";"4002";"0202";"2F";"51";"00";"09";"DUNGEON";Dezorian Cave #6 (Dead End)
"7001";"6006";"0202";"30";"ED";"03";"09";"DUNGEON";Passageway on Dezoris 2
"9005";"2003";"0202";"30";"79";"00";"09";"DUNGEON";Passageway on Dezoris 5
"2000";"4002";"0202";"30";"34";"01";"09";"DUNGEON";Dezorian Cave #5
"3002";"5003";"0202";"31";"E2";"01";"09";"DUNGEON";Passageway on Dezoris 4
"2000";"4002";"0202";"31";"12";"03";"09";"DUNGEON";Dezorian Cave #4
"9000";"3005";"0202";"32";"DB";"00";"09";"DUNGEON";Passageway on Dezoris 3
"2000";"4002";"0202";"32";"25";"00";"09";"DUNGEON";Dezorian Cave #3
"2000";"4002";"0202";"33";"55";"00";"09";"DUNGEON";Dezorian Cave #2
"5000";"4002";"0202";"34";"D3";"00";"09";"DUNGEON";Dezorian Cave
"7001";"0001";"0A17";"35";"94";"02";"06";"DUNGEON";Air Castle Dungeon #5
"7001";"0001";"0A17";"36";"B4";"01";"06";"DUNGEON";Air Castle Dungeon #4
"7001";"0001";"0A17";"37";"84";"00";"06";"DUNGEON";Air Castle Dungeon #3
"7001";"0001";"0A17";"38";"64";"02";"06";"DUNGEON";Air Castle Dungeon #2
"7001";"0001";"0A17";"39";"D6";"00";"06";"DUNGEON";Air Castle Dungeon
"7001";"0001";"0A17";"39";"CC";"03";"06";"DUNGEON";Air Castle Dungeon (LaShiec)
"E003";"7006";"0202";"3A";"DD";"00";"0A";"DUNGEON";Aeroprism Cave
"E003";"7006";"0202";"3A";"97";"01";"0A";"DUNGEON";Aeroprism Cave (Otegami Chie-chan)
"1006";"3002";"0000";"3B";"98";"02";"0B";"DUNGEON";Credits #2
"1006";"3002";"0000";"3C";"F7";"00";"03";"DUNGEON";Credits
